STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,CNTY,ZIP,ZIP4,PHONE,C_OUT_TY,C_MSA,L_NUM_BM,WEB_ADDR,PUB_FIPS,CNTYFIPS,YR_SUB
AL,AL0037,2,103-001,ANDALUSIA PUBLIC LIBRARY,212 SOUTH THREE NOTCH STREET,ANDALUSIA,COVINGTON,36420,3710,3342226612,CE,NO,0,M,1,39,2001
AL,AL0038,2,103-002,BRANTLEY PUBLIC LIBRARY,9273 NORTH MAIN STREET,BRANTLEY,CRENSHAW,36009,13,3345278624,CE,NO,0,M,1,41,2001
AL,AL0039,2,999-034,ELBA PUBLIC LIBRARY,406 SIMMONS STREET,ELBA,COFFEE,36323,1759,3348976921,CE,NO,0,M,1,31,2001
AL,AL0040,2,103-004,EMMA KNOX KENAN PUBLIC LIBRARY,312 SOUTH COMMERCE STREET,GENEVA,GENEVA,36340,550,3346842459,CE,NO,0,M,1,61,2001
AL,AL0041,2,999-041,ENTERPRISE PUBLIC LIBRARY,101 EAST GRUBBS STREET,ENTERPRISE,COFFEE,36330,2531,3343472636,CE,NO,0,M,1,31,2001
AL,AL0042,2,103-006,FLORALA PUBLIC LIBRARY,510 NORTH 4TH STREET,FLORALA,COVINGTON,36442,1814,3348583525,CE,NO,0,M,1,39,2001
AL,AL0043,2,103-007,HARTFORD PUBLIC LIBRARY,203 WEST MAIN STREET,HARTFORD,GENEVA,36344,1699,3345882384,CE,NO,0,M,1,61,2001
AL,AL0044,2,103-008,LUVERNE PUBLIC LIBRARY,148 EAST THIRD AVENUE,LUVERNE,CRENSHAW,36049,6049,3343355326,CE,NO,0,M,1,41,2001
AL,AL0045,2,103-009,OPP PUBLIC LIBRARY,1604 NORTH MAIN STREET,OPP,COVINGTON,36467,717,3344936423,CE,NO,0,M,1,39,2001
AL,AL0046,2,103-010,SAMSON PUBLIC LIBRARY,200 NORTH JOHNSON STREET,SAMSON,GENEVA,36477,147,3348987806,CE,NO,0,M,1,61,2001
AL,AL0047,2,103-011,SLOCOMB PUBLIC LIBRARY,107 NORTH WASHINGTON STREET,SLOCOMB,GENEVA,36375,330,3348869009,CE,NO,0,M,1,61,2001
AL,AL0048,2,104-000,HORSESHOE BEND REGIONAL LIBRARY,207 NORTH WEST STREET,DADEVILLE,TALLAPOOSA,36853,1355,2058259232,BS,NO,2,M,1,123,2001
AL,AL0049,2,104-001,ADELIA MCCONNELL RUSSELL LIBRARY,318 CHURCH STREET,ALEXANDER CITY,TALLAPOOSA,35010,5010,2563296796,CE,NO,0,M,1,123,2001
AL,AL0050,2,104-002,DADEVILLE PUBLIC LIBRARY,205 NORTH WEST STREET,DADEVILLE,TALLAPOOSA,36853,1355,2058257820,CE,NO,0,M,1,123,2001
AL,AL0051,2,104-003,GOODWATER PUBLIC LIBRARY,36 WEOGUFKA STREET,GOODWATER,COOSA,35072,140,2568395741,CE,NO,0,M,1,37,2001
AL,AL0052,2,104-004,AUBURN PUBLIC LIBRARY,161 NORTH ROSS STREET,AUBURN,LEE,36830,4803,3348874997,CE,NO,0,M,1,81,2001
AL,AL0053,2,104-005,LEWIS COOPER JR. MEMORIAL LIBRARY,200 SOUTH 6TH STREET,OPELIKA,LEE,36801,125,3347055380,CE,NO,0,M,1,81,2001
AL,AL0054,2,104-006,MILLBROOK PUBLIC LIBRARY,3901 PARK CIRCLE,MILLBROOK,ELMORE,36054,525,3342856688,CE,NC,0,M,1,51,2001
AL,AL0055,2,104-007,ROCKFORD PUBLIC LIBRARY,MAIN STREET,ROCKFORD,COOSA,35136,128,2563774911,CE,NO,0,M,1,37,2001
AL,AL0056,2,104-008,TALLASSEE COMMUNITY LIBRARY,102 FREEMAN AVENUE,EAST TALLASSEE,TALLAPOOSA,36023,671,3342832732,CE,NO,0,M,1,123,2001
AL,AL0057,2,104-009,WETUMPKA PUBLIC LIBRARY,212 SOUTH MAIN STREET,WETUMPKA,ELMORE,36092,249,3345671308,CE,NC,0,M,1,51,2001
AL,AL0059,2,516-001,FLORENCE-LAUDERDALE PUBLIC LIBRARY,218 NORTH WOOD AVENUE,FLORENCE,LAUDERDALE,35630,4706,2567646564,CE,CC,0,M,1,77,2001
AL,AL0060,2,999-039,HELEN KELLER PUBLIC LIBRARY,511 NORTH MAIN STREET,TUSCUMBIA,COLBERT,35674,2059,2563837065,CE,NC,0,M,1,33,2001
AL,AL0061,2,999-042,LEIGHTON PUBLIC LIBRARY,8740 MAIN STREET,LEIGHTON,COLBERT,35646,484,2564465380,CE,NC,0,M,1,33,2001
AL,AL0062,2,999-050,MUSCLE SHOALS PUBLIC LIBRARY,1918 EAST AVALON AVENUE,MUSCLE SHOALS,COLBERT,35661,2402,2563869212,CE,NC,0,M,1,33,2001
AL,AL0063,2,516-004,ROGERSVILLE PUBLIC LIBRARY,74 BANK STREET,ROGERSVILLE,LAUDERDALE,35652,190,2562470151,CE,NC,0,M,1,77,2001
AL,AL0064,2,999-066,SHEFFIELD PUBLIC LIBRARY,316 NORTH MONTGOMERY AVENUE,SHEFFIELD,COLBERT,35660,2709,2563865633,CE,NC,0,M,1,33,2001
AL,AL0065,2,106-000,NORTHWEST REGIONAL LIBRARY,185 ASHWOOD DRIVE,WINFIELD,MARION,35594,360,2054872330,BS,NO,1,M,1,93,2001
AL,AL0066,2,106-001,CLYDE NIX PUBLIC LIBRARY,350 BEXAR AVENUE W,HAMILTON,MARION,35570,1944,2059214290,CE,NO,0,M,1,93,2001
AL,AL0067,2,106-002,KENNEDY PUBLIC LIBRARY,17885 HIGHWAY 96,KENNEDY,LAMAR,35574,70,2055963670,CE,NO,0,M,1,75,2001
AL,AL0068,2,106-003,MCHS COMMUNITY LIBRARY,8115 US HIGHWAY 43,GUIN,MARION,35563,549,2054682544,CE,NO,0,M,1,93,2001
AL,AL0069,2,106-004,MILLPORT PUBLIC LIBRARY,480 COLUMBUS STREET,MILLPORT,LAMAR,35576,159,2056624286,CE,NO,0,M,1,75,2001
AL,AL0070,2,106-005,RUSSELLVILLE PUBLIC LIBRARY,110 EAST LAWRENCE STREET,RUSSELLVILLE,FRANKLIN,35653,2349,2563321535,CE,NO,0,M,1,59,2001
AL,AL0071,2,106-006,SULLIGENT PUBLIC LIBRARY,55188 HIGHWAY 17,SULLIGENT,LAMAR,35586,215,2056988631,CE,NO,0,M,1,75,2001
AL,AL0072,2,106-007,MARY WALLACE COBB MEMORIAL LIBRARY,110 FIRST AVENUE NW,VERNON,LAMAR,35592,357,2056956123,CE,NO,0,M,1,75,2001
AL,AL0073,2,106-008,WEATHERFORD PUBLIC LIBRARY,307 4TH AVENUE S,RED BAY,FRANKLIN,35582,870,2563569255,CE,NO,0,M,1,59,2001
AL,AL0074,2,106-009,WINFIELD PUBLIC LIBRARY,185 ASHWOOD DRIVE,WINFIELD,MARION,35594,688,2054872484,CE,NO,0,M,1,93,2001
AL,AL0075,3,107-000,WHEELER BASIN REGIONAL LIBRARY,504 CHERRY STREET NE,DECATUR,MORGAN,35602,1766,2563532993,BM,CC,0,M,1,103,2001
AL,AL0076,2,107-001,ATHENS-LIMESTONE PUBLIC LIBRARY,405 EAST SOUTH STREET,ATHENS,LIMESTONE,35611,2664,2562321233,CE,NO,0,M,1,83,2001
AL,AL0077,2,107-002,DECATUR PUBLIC LIBRARY,504 CHERRY STREET NE,DECATUR,MORGAN,35602,1766,2563532993,CE,CC,0,M,1,103,2001
AL,AL0077,3,107-002,DECATUR SOUTH-SOUTHWEST BRANCH,1801 BELTLINE ROAD SW,DECATUR,MORGAN,35601,1801,2053554839,BR,CC,0,M,1,103,2001
AL,AL0078,2,107-003,HARTSELLE PUBLIC LIBRARY,152 SPARKMAN STREET NW,HARTSELLE,MORGAN,35640,2424,2567739880,CE,NC,0,M,1,103,2001
AL,AL0079,2,107-004,LAWRENCE COUNTY PUBLIC LIBRARY,401 COLLEGE STREET,MOULTON,LAWRENCE,35650,1483,2569740883,CE,NC,0,M,1,79,2001
AL,AL0080,2,500-000,BALDWIN COUNTY LIBRARY COOPERATIVE,22743 MILWAUKEE STREET,ROBERTSDALE,BALDWIN,36567,399,3349477632,BS,NC,1,M,1,3,2001
AL,AL0080,4,AL0080-004,BALDWIN COUNTY LIBRARY COOPERATIVE,22743 MILWAUKEE STREET,ROBERTSDALE,BALDWIN,36567,399,3349477632,CE,NC,0,M,1,3,2001
AL,AL0081,2,500-001,DAPHNE PUBLIC LIBRARY,618 WHISPERING PINES ROAD,DAPHNE,BALDWIN,36526,1225,3346212818,CE,NC,0,M,1,3,2001
AL,AL0082,2,500-002,FAIRHOPE PUBLIC LIBRARY,161 NORTH SECTION STREET,FAIRHOPE,BALDWIN,36532,2490,3349287483,CE,NC,0,M,1,3,2001
AL,AL0083,2,999-072,FOLEY PUBLIC LIBRARY,319 EAST LAUREL AVENUE,FOLEY,BALDWIN,36535,2680,3349437665,CE,NC,0,M,1,3,2001
AL,AL0084,2,500-004,BAY MINETTE PUBLIC LIBRARY,205  WEST SECOND STREET,BAY MINETTE,BALDWIN,36507,4838,3349377947,CE,NC,0,M,1,3,2001
AL,AL0085,2,500-005,LOXLEY PUBLIC LIBRARY,1001 LOXLEY AVENUE,LOXLEY,BALDWIN,36551,527,3349645695,CE,NC,0,M,1,3,2001
AL,AL0086,2,500-006,OSCAR JOHNSON MEMORIAL LIBRARY,21967 6TH ST,SILVERHILL,BALDWIN,36576,185,3349455201,CE,NC,0,M,1,3,2001
AL,AL0087,2,999-071,ROBERTSDALE PUBLIC LIBRARY,18301 PENNSYLVANIA STREET,ROBERTSDALE,BALDWIN,36567,3072,3349475720,CE,NC,0,M,1,3,2001
AL,AL0088,2,500-008,THOMAS B. NORTON PUBLIC LIBRARY,221 WEST 19TH AVENUE,GULF SHORES,BALDWIN,36542,3055,3349681176,CE,NC,0,M,1,3,2001
AL,AL0090,2,501-001,ADAMSVILLE PUBLIC LIBRARY,4825 MAIN STREET,ADAMSVILLE,JEFFERSON,35005,241,2056743399,CE,NC,0,M,1,73,2001
AL,AL0091,2,501-002,BESSEMER PUBLIC LIBRARY,400 NORTH 19TH STREET,BESSEMER,JEFFERSON,35020,4819,2054287882,CE,NC,0,M,1,73,2001
AL,AL0092,2,501-003,EMMET O'NEAL PUBLIC LIBRARY,50 OAK STREET,MOUNTAIN BROOK,JEFFERSON,35213,4295,2058790459,CE,NC,0,M,1,73,2001
AL,AL0093,2,501-004,WALTER J. HANNA MEMORIAL LIBRARY,4615 GARY AVENUE,FAIRFIELD,JEFFERSON,35064,1341,2057836007,CE,NC,0,M,1,73,2001
AL,AL0093,3,501-004,WESTERN HILLS MALL BRANCH,SUITE 32 ARONOV DRIVE,FAIRFIELD,JEFFERSON,35064,5064,2059231150,BR,CC,0,M,1,73,2001
AL,AL0094,2,501-005,FULTONDALE PUBLIC LIBRARY,1015 WALKERS CHAPEL ROAD,FULTONDALE,JEFFERSON,35068,549,2058496335,CE,NC,0,M,1,73,2001
AL,AL0095,2,501-006,GARDENDALE-MARTHA MOORE LIBRARY,995 MT OLIVE ROAD,GARDENDALE,JEFFERSON,35071,4654,2056316639,CE,NC,0,M,1,73,2001
AL,AL0096,2,501-007,GRAYSVILLE PUBLIC LIBRARY,315 SOUTH MAIN STREET,GRAYSVILLE,JEFFERSON,35073,1404,2056743040,CE,NC,0,M,1,73,2001
AL,AL0097,2,501-008,HOMEWOOD PUBLIC LIBRARY,1721 OXMOOR ROAD,HOMEWOOD,JEFFERSON,35209,4085,2058778661,CE,NC,0,M,1,73,2001
AL,AL0098,2,501-009,HOOVER PUBLIC LIBRARY,200 MUNICIPAL DRIVE,HOOVER,JEFFERSON,35216,5510,2054447800,CE,NC,0,M,1,73,2001
AL,AL0099,2,501-010,HUEYTOWN PUBLIC LIBRARY,1372 HUEYTOWN ROAD,HUEYTOWN,JEFFERSON,35023,2443,2054911443,CE,NC,0,M,1,73,2001
AL,AL0100,2,501-011,IRONDALE PUBLIC LIBRARY,105 SOUTH 20TH STREET,IRONDALE,JEFFERSON,35210,1593,2059511415,CE,NC,0,M,1,73,2001
AL,AL0101,2,501-012,LEEDS JANE CULBRETH LIBRARY,802 PARKWAY DRIVE SE,LEEDS,JEFFERSON,35094,2217,2056995962,CE,NC,0,M,1,73,2001
AL,AL0102,2,501-013,MIDFIELD PUBLIC LIBRARY,400 BRELAND DRIVE,MIDFIELD,JEFFERSON,35228,2732,2059231027,CE,NC,0,M,1,73,2001
AL,AL0103,2,501-014,PLEASANT GROVE PUBLIC LIBRARY,501 PARK ROAD,PLEASANT GROVE,JEFFERSON,35127,339,2057447221,CE,NC,0,M,1,73,2001
AL,AL0104,2,501-015,TARRANT PUBLIC LIBRARY,1143 FORD AVENUE,TARRANT,JEFFERSON,35217,2437,2058492825,CE,NC,0,M,1,73,2001
AL,AL0105,2,501-016,TRUSSVILLE PUBLIC LIBRARY,201 PARKWAY DRIVE,TRUSSVILLE,JEFFERSON,35173,1125,2056552022,CE,NC,0,M,1,73,2001
AL,AL0106,2,501-017,VESTAVIA HILLS-SCRUSHY PUB LIBRARY,1112 MONTGOMERY HIGHWAY,VESTAVIA HILLS,JEFFERSON,35216,2797,2059780155,CE,NC,0,M,1,73,2001
AL,AL0107,2,501-018,WARRIOR PUBLIC LIBRARY,10 FIRST STREET,WARRIOR,JEFFERSON,35180,1500,2056473006,CE,NC,0,M,1,73,2001
AL,AL0108,3,AL0108-003,AVONDALE BRANCH LIBRARY,509 40TH STREET SOUTH,BIRMINGHAM,JEFFERSON,35222,3300,2055955821,BR,CC,0,M,1,73,2001
AL,AL0108,4,AL0108-004,BIRMINGHAM PUBLIC LIBRARY,2100 PARK PLACE,BIRMINGHAM,JEFFERSON,35203,2794,2052263610,CE,CC,0,M,1,73,2001
AL,AL0108,5,AL0108-005,EAST ENSLEY BRANCH LIBRARY,900 14TH STREET ENSLEY,BIRMINGHAM,JEFFERSON,35218,1206,2057871928,BR,CC,0,M,1,73,2001
AL,AL0108,6,AL0108-006,EAST LAKE BRANCH LIBRARY,5 OPORTO MADRID BLVD SOUTH,BIRMINGHAM,JEFFERSON,35206,4800,2058363341,BR,CC,0,M,1,73,2001
AL,AL0108,7,AL0108-007,EASTWOOD BRANCH,EASTWOOD MALL,BIRMINGHAM,JEFFERSON,35210,1912,2055914944,BR,CC,0,M,1,73,2001
AL,AL0108,8,AL0108-008,ENSLEY BRANCH,1201 25TH STREET ENSLEY,BIRMINGHAM,JEFFERSON,35218,1944,2057852625,BR,CC,0,M,1,73,2001
AL,AL0108,9,AL0108-009,FIVE POINTS WEST LIBRARY,4620 AVENUE V,BIRMINGHAM,JEFFERSON,35208,4704,2057808151,BR,CC,0,M,1,73,2001
AL,AL0108,10,AL0108-010,INGLENOOK BRANCH LIBRARY,4100 40TH TERRACE NORTH,BIRMINGHAM,JEFFERSON,35217,4162,2058498739,BR,CC,0,M,1,73,2001
AL,AL0108,11,AL0108-011,NORTH AVONDALE RESOURCE CENTER,501 43RD STREET N,BIRMINGHAM,JEFFERSON,35222,1417,2055922082,BR,CC,0,M,1,73,2001
AL,AL0108,12,AL0108-012,NORTH BIRMINGHAM BRANCH,2501  31ST  AVENUE NORTH,BIRMINGHAM,JEFFERSON,35207,4554,2052546454,BR,CC,0,M,1,73,2001
AL,AL0108,13,AL0108-013,POWDERLY BRANCH,3301 JEFFERSON AVENUE SW,BIRMINGHAM,JEFFERSON,35221,9989,2059256178,BR,CC,0,M,1,73,2001
AL,AL0108,14,AL0108-014,PRATT CITY BRANCH,1100 HIBERNIAN STREET,BIRMINGHAM,JEFFERSON,35214,5312,2057985071,BR,CC,0,M,1,73,2001
AL,AL0108,15,AL0108-015,SLOSSFIELD BRANCH,1916 25TH COURT NORTH,BIRMINGHAM,JEFFERSON,35234,1028,2053221222,BR,CC,0,M,1,73,2001
AL,AL0108,16,AL0108-016,SMITHFIELD BRANCH,1  8TH AVENUE WEST,BIRMINGHAM,JEFFERSON,35204,3724,2053248428,BR,CC,0,M,1,73,2001
AL,AL0108,17,AL0108-017,SOUTH SIDE BRANCH LIBRARY,1814 11TH AVENUE SOUTH,BIRMINGHAM,JEFFERSON,35205,5205,2059337776,BR,CC,0,M,1,73,2001
AL,AL0108,18,AL0108-018,SPRINGVILLE ROAD REGIONAL LIBRARY,1224 OLD SPRINGVILLE ROAD,BIRMINGHAM,JEFFERSON,35215,7512,2058560824,BR,CC,0,M,1,73,2001
AL,AL0108,19,AL0108-019,TITUSVILLE BRANCH,2 6TH AVENUE SW,BIRMINGHAM,JEFFERSON,35211,2909,2053221140,BR,CC,0,M,1,73,2001
AL,AL0108,20,AL0108-020,WEST END BRANCH,1241 TUSCALOOSA AVENUE SW,BIRMINGHAM,JEFFERSON,35211,1929,2057855518,BR,CC,0,M,1,73,2001
AL,AL0108,21,AL0108-021,WOODLAWN BRANCH,5709 FIRST AVENUE NORTH,BIRMINGHAM,JEFFERSON,35212,1603,2055952001,BR,CC,0,M,1,73,2001
AL,AL0108,22,AL0108-022,WYLAM BRANCH,4300 7TH AVENUE WYLAM,BIRMINGHAM,JEFFERSON,35224,2624,2057850349,BR,CC,0,M,1,73,2001
AL,AL0109,2,504-000,DEKALB COUNTY PUBLIC LIBRARY,504 GRAND AVENUE NW,FORT PAYNE,DEKALB,35967,2313,2568452671,CE,NO,0,M,1,49,2001
AL,AL0109,5,AL0109-005,HENAGAR PUBLIC LIBRARY,% OF TOWN HALL,HENAGAR,DEKALB,35978,39,2056576282,BR,NO,0,M,1,49,2001
AL,AL0109,6,AL0109-006,DEKALB COUNTY BOOKMOBILE,504 GRAND AVENUE NW,FORT PAYNE,DEKALB,35967,2313,2568452671,BS,NO,1,M,1,49,2001
AL,AL0110,2,504-001,COLLINSVILLE PUBLIC LIBRARY,4299 ALABAMA HIGHWAY 68,COLLINSVILLE,DEKALB,35961,743,2565242323,CE,NO,0,M,1,49,2001
AL,AL0111,2,504-002,GERALDINE PUBLIC LIBRARY,13543 ALABAMA HWY 227,GERALDINE,DEKALB,35974,268,2566596663,CE,NO,0,M,1,49,2001
AL,AL0112,2,504-003,RAINSVILLE PUBLIC LIBRARY,941 EAST MAIN STREET,RAINSVILLE,DEKALB,35986,509,2566383311,CE,NO,0,M,1,49,2001
AL,AL0113,3,505-000,ESCAMBIA CO. COOP. LIBRARY SYSTEM,700 EAST CHURCH STREET,ATMORE,ESCAMBIA,36502,2694,3343684130,BM,NO,0,M,1,53,2001
AL,AL0114,2,505-001,ATMORE PUBLIC LIBRARY,700 EAST CHURCH STREET,ATMORE,ESCAMBIA,36502,2694,3343685234,CE,NO,0,M,1,53,2001
AL,AL0115,2,505-002,BREWTON PUBLIC LIBRARY,206 WEST JACKSON STREET,BREWTON,ESCAMBIA,36426,1518,3348674626,CE,NO,0,M,1,53,2001
AL,AL0116,2,505-003,FLOMATON PUBLIC LIBRARY,608 MCCURDY STREET,FLOMATON,ESCAMBIA,36441,1017,3342963552,CE,NO,0,M,1,53,2001
AL,AL0117,2,506-000,GADSDEN-ETOWAH CO. PUBLIC LIBRARY,254 COLLEGE STREET,GADSDEN,ETOWAH,35901,4135,2565494699,CE,CC,0,M,1,55,2001
AL,AL0117,3,506-000,ALABAMA CITY PUBLIC LIBRARY,2700 WEST MEIGHAN,GADSDEN,ETOWAH,35902,1716,2565494688,BR,CC,0,M,1,55,2001
AL,AL0117,4,506-000,CARVER MEMORIAL LIBRARY,1030 TUSCALOOSA AVENUE,GADSDEN,ETOWAH,35901,3054,2055494690,BR,CC,0,M,1,55,2001
AL,AL0117,5,506-000,EAST GADSDEN PUBLIC LIBRARY,921 WILSON AVENUE,GADSDEN,ETOWAH,35903,1742,2055494691,BR,CC,0,M,1,55,2001
AL,AL0118,2,999-082,ATTALLA-ETOWAH CO. PUBLIC LIBRARY,604 NORTH 4TH STREET,ATTALLA,ETOWAH,35954,2033,2565389266,CE,NC,0,M,1,55,2001
AL,AL0119,2,506-002,RAINBOW CITY PUBLIC LIBRARY,3702 RAINBOW DRIVE,RAINBOW CITY,ETOWAH,35906,6324,2564428477,CE,NC,0,M,1,55,2001
AL,AL0120,2,508-000,MARENGO LIBRARY SYSTEM,211 EAST WASHINGTON STREET,DEMOPOLIS,MARENGO,36732,2133,3342891595,BS,NO,1,M,1,91,2001
AL,AL0121,2,508-001,DEMOPOLIS PUBLIC LIBRARY,211 EAST WASHINGTON STREET,DEMOPOLIS,MARENGO,36732,2133,3342891595,CE,NO,0,M,1,91,2001
AL,AL0122,2,508-002,MARENGO COUNTY PUBLIC LIBRARY,507 NORTH MAIN,LINDEN,MARENGO,36748,519,3342952246,CE,NO,0,M,1,91,2001
AL,AL0123,4,509-000,MARSHALL COUNTY COOPERATIVE LIBRARY,325 2ND STREET NW,ARAB,MARSHALL,35016,1225,2565860565,BS,NO,1,M,1,95,2001
AL,AL0124,2,509-001,ARAB PUBLIC LIBRARY,325 2ND STREET NW,ARAB,MARSHALL,35016,1948,2565863366,CE,NO,0,M,1,95,2001
AL,AL0125,2,509-002,BOAZ PUBLIC LIBRARY,205 SOUTH MAIN STREET,BOAZ,MARSHALL,35957,2026,2565938056,CE,NO,0,M,1,95,2001
AL,AL0126,2,509-003,GUNTERSVILLE PUBLIC LIBRARY,1240 O'BRIG AVENUE,GUNTERSVILLE,MARSHALL,35976,1431,2565717595,CE,NO,0,M,1,95,2001
AL,AL0127,2,509-004,ALBERTVILLE PUBLIC LIBRARY,JACKSON STREET,ALBERTVILLE,MARSHALL,35950,430,2568918290,CE,NO,0,M,1,95,2001
AL,AL0128,2,510-000,HARRISON REGIONAL LIBRARY SYSTEM,50 LESTER STREET,COLUMBIANA,SHELBY,35051,9477,2056693910,CE,NC,0,M,1,117,2001
AL,AL0129,2,510-001,ALBERT L. SCOTT LIBRARY,100 9TH STREET NW,ALABASTER,SHELBY,35007,9172,2056646822,CE,NC,0,M,1,117,2001
AL,AL0130,2,510-002,CALERA PUBLIC LIBRARY,1241 17TH AVENUE,CALERA,SHELBY,35040,699,2056683514,CE,NC,0,M,1,117,2001
AL,AL0131,2,510-003,COLUMBIANA PUBLIC LIBRARY,LESTER STREET,COLUMBIANA,SHELBY,35051,1459,2056695812,CE,NC,0,M,1,117,2001
AL,AL0132,2,510-004,HELENA PUBLIC LIBRARY,230 TUCKER ROAD,HELENA,SHELBY,35080,262,2056648308,CE,NC,0,M,1,117,2001
AL,AL0133,2,510-005,LALLOUISE F. MCGRAW LIBRARY,MAIN STREET,VINCENT,SHELBY,35178,3,2056722749,CE,NC,0,M,1,117,2001
AL,AL0134,2,510-006,PARNELL MEMORIAL LIBRARY,845 VALLEY STREET,MONTEVALLO,SHELBY,35115,3720,2056659207,CE,NC,0,M,1,117,2001
AL,AL0135,2,510-007,PELHAM PUBLIC LIBRARY,PELHAM PARKWAY AT CUMMINGS,PELHAM,SHELBY,35124,1627,2056206418,CE,NC,0,M,1,117,2001
AL,AL0136,2,510-008,WILSONVILLE PUBLIC LIBRARY,MAIN STREET,WILSONVILLE,SHELBY,35186,24,2056696180,CE,NC,0,M,1,117,2001
AL,AL0137,2,AL0137-002,NORTH SHELBY COUNTY LIBRARY,7030 MEADOWLARK DRIVE,BIRMINGHAM,SHELBY,35242,M,M,CE,NC,0,M,1,117,2001
AL,AL0140,2,511-001,ALICEVILLE PUBLIC LIBRARY,416 3RD AVENUE NE,ALICEVILLE,PICKENS,35442,2207,2053736691,CE,NO,0,M,1,107,2001
AL,AL0141,2,511-002,CARROLLTON PUBLIC LIBRARY,HIGHWAY 17 S,CARROLLTON,PICKENS,35447,92,2053672142,CE,NO,0,M,1,107,2001
AL,AL0142,2,511-003,GORDO PUBLIC LIBRARY,MAIN STREET,GORDO,PICKENS,35466,336,2053647148,CE,NO,0,M,1,107,2001
AL,AL0143,2,511-004,REFORM PUBLIC LIBRARY,216  1ST STREET SOUTH,REFORM,PICKENS,35481,819,2053756240,CE,NO,0,M,1,107,2001
AL,AL0144,2,512-000,ST. CLAIR COUNTY LIBRARY,139  5TH STREET,ASHVILLE,ST. CLAIR,35953,1663,2055943694,CE,NC,0,M,1,115,2001
AL,AL0144,3,512-000,STEELE PUBLIC LIBRARY,US HIGHWAY 11,STEELE,ST. CLAIR,35987,5987,2055380811,BR,NO,0,M,1,115,2001
AL,AL0145,2,512-001,ASHVILLE PUBLIC LIBRARY,6TH AVENUE,ASHVILLE,ST. CLAIR,35953,187,2055947954,CE,NC,0,M,1,115,2001
AL,AL0146,2,512-002,DORIS STANLEY MEMORIAL LIBRARY,2900 DANIEL DRIVE,MOODY,ST. CLAIR,35004,2239,2056402517,CE,NC,0,M,1,115,2001
AL,AL0147,2,512-003,ODENVILLE PUBLIC LIBRARY,150 ALABAMA STREET,ODENVILLE,ST. CLAIR,35120,249,2056295901,CE,NC,0,M,1,115,2001
AL,AL0148,2,999-031,PELL CITY PUBLIC LIBRARY,1923 1ST AVENUE NORTH,PELL CITY,ST. CLAIR,35125,1663,2058841015,CE,NC,0,M,1,115,2001
AL,AL0151,2,513-001,HIGHTOWER MEMORIAL LIBRARY,630 AVENUE A,YORK,SUMTER,36925,2604,2053922004,CE,NO,0,M,1,119,2001
AL,AL0152,2,513-002,RUBY PICKENS TARTT PUBLIC LIBRARY,WASHINGTON STREET,LIVINGSTON,SUMTER,35470,377,2056522349,CE,NO,0,M,1,119,2001
AL,AL0154,2,514-001,ANNISTON-CALHOUN COUNTY PUBLIC LIB.,108 EAST 10TH STREET,ANNISTON,CALHOUN,36202,308,2562378501,CE,CC,0,M,1,15,2001
AL,AL0154,3,514-001,CARVER BRANCH LIBRARY,722 WEST 14TH STREET,ANNISTON,CALHOUN,36201,4411,2562377271,BR,CC,0,M,1,15,2001
AL,AL0154,6,AL0154-006,ANNISTON-CALHOUN COUNTY BOOKMOBILE,108 EAST 10TH STREET,ANNISTON,CALHOUN,36202,308,2562378501,BS,NO,1,M,1,15,2001
AL,AL0155,2,514-002,JACKSONVILLE PUBLIC LIBRARY,200 PELHAM ROAD S,JACKSONVILLE,CALHOUN,36265,2153,2564356332,CE,NC,0,M,1,15,2001
AL,AL0156,2,514-003,PIEDMONT PUBLIC LIBRARY,106 NORTH MAIN STREET,PIEDMONT,CALHOUN,36272,2022,2564473369,CE,NC,0,M,1,15,2001
AL,AL0157,2,999-001,AKRON PUBLIC LIBRARY,OAK STREET,AKRON,HALE,35441,8,2053723148,CE,NO,0,M,1,65,2001
AL,AL0158,3,999-002,ASHFORD BRANCH LIBRARY,SIXTH AVENUE,ASHFORD,HOUSTON,36312,9271,3348993121,BR,NC,0,M,1,69,2001
AL,AL0158,7,999-002,ROSSIE PURCELL BRANCH,SOUTH MAIN STREET,COLUMBIA,HOUSTON,36319,330,3346964417,BR,NC,0,M,1,69,2001
AL,AL0158,8,999-002,HOUSTON-LOVE MEMORIAL LIBRARY,212 WEST BURDESHAW STREET,DOTHAN,HOUSTON,36302,1369,3347939767,CE,CC,0,M,1,69,2001
AL,AL0158,9,AL0158-009,HOUSTON-LOVE MEMORIAL LIBRARY BOOKMOBILE,212 WEST BURDESHAW STREET,DOTHAN,HOUSTON,36302,1369,3347939767,BS,NO,2,M,1,69,2001
AL,AL0159,2,999-003,BLOUNTSVILLE PUBLIC LIBRARY,65 CHESTNUT STREET,BLOUNTSVILLE,BLOUNT,35031,219,2054293156,CE,NC,0,M,1,9,2001
AL,AL0160,2,999-004,CHEROKEE PUBLIC LIBRARY,75 MAIN STREET,CHEROKEE,COLBERT,35616,333,2563594384,CE,NC,0,M,1,33,2001
AL,AL0161,2,999-005,BRENT-CENTREVILLE PUBLIC LIBRARY,153 WALNUT STREET,CENTREVILLE,BIBB,35042,1322,2059264736,CE,NO,0,M,1,7,2001
